name,latitude,longitude,kategori,kecamatan,kelurahan
SMP Teuku Umar,-7.278302773,112.7368268,pendidikan,Tegalsari,Dr. Sutomo
KB-TK-SD Siti Khadijah,-7.2747748,112.7291391,pendidikan,Tegalsari,Dr. Sutomo
SMP PGRI 44,-7.27728825,112.7330982,pendidikan,Tegalsari,Dr. Sutomo
TK-SD Pakis Gelora,-7.28577375,112.7313167,pendidikan,Wonokromo,Darmo
Ponpes Putri Raudhatul Muta'allimat,-7.216018221,112.7603635,pendidikan,Kenjeran,Sidotopo Wetan
PG TK SD Darul Ilmy,-7.320739311,112.7140895,pendidikan,Jambangan,Jambangan
SD Negeri Jambangan I,-7.3174326,112.7131618,pendidikan,Jambangan,Jambangan
SD Negeri Kebonsari 1,-7.329044349,112.713432,pendidikan,Jambangan,Kebonsari
SD Negeri Kebonsari 2,-7.328598571,112.7136043,pendidikan,Jambangan,Kebonsari
Lembaga Pendidikan Ma'arif,-7.328203968,112.7117343,pendidikan,Jambangan,Kebonsari
SD Darul Ulum,-7.328130653,112.7114708,pendidikan,Jambangan,Kebonsari
SMP & SMA Al Hikmah Surabaya,-7.324626198,112.7201532,pendidikan,Gayungan,Ketintang
SMP Negeri 36 Surabaya,-7.32995207,112.7138258,pendidikan,Jambangan,Kebonsari
SD Maarif NU Tri Bhakti,-7.284979446,112.7442922,pendidikan,Tegalsari,Keputran
Pondok Pesantren Sunan Giri,-7.21986125,112.7522732,pendidikan,Semampir,Wonokusumo
Pondok Pesantren Sunan Giri,-7.2198041,112.7520612,pendidikan,Semampir,Wonokusumo
SD Negeri Wonorejo VI,-7.272844315,112.7325616,pendidikan,Rungkut,Wonorejo
TK SD SMP Mardi Sunu,-7.272455268,112.7281284,pendidikan,Rungkut,Wonorejo
MI Maarif NU,-7.336248047,112.7055306,pendidikan,Jambangan,Pagesangan
SD Negeri Kendangsari 1,-7.32130814,112.7522226,pendidikan,Tenggilis Mejoyo,Kendangsari
SD Negeri Kendangsari 5,-7.321122824,112.7523806,pendidikan,Tenggilis Mejoyo,Kendangsari
Yayasan Lazaris SDK St Aloysius,-7.239696845,112.7354483,pendidikan,Krembangan,Krembangan Selatan
SMP PGRI Surabaya,-7.252602726,112.7391818,pendidikan,Genteng,Peneleh
SD Negeri Krembangan Selatan I,-7.236019774,112.7313191,pendidikan,Krembangan,Krembangan Selatan
SMK IKIP Surabaya,-7.23507615,112.7299892,pendidikan,Krembangan,Kemayoran
SMP UNESA 1 Surabaya,-7.235019085,112.7296888,pendidikan,Krembangan,Kemayoran
"TK, SD Al Muhsinun",-7.23594395,112.7294892,pendidikan,Krembangan,Kemayoran
SMP Muhammadiyah 18 Surabaya,-7.33331245,112.783932,pendidikan,Gunung Anyar,Gunung Anyar
SMP Kristen Gloria 1 Surabaya,-7.278927331,112.7055071,pendidikan,Dukuh Pakis,Dukuh Kupang
SD Kristen Masa Depan Cerah,-7.289984978,112.6973953,pendidikan,Sukomanunggal,Putat Gede
SMP Negeri 33 Surabaya,-7.290341698,112.6966867,pendidikan,Dukuh Pakis,Pradahkali Kendal
SMP PGRI 61 Surabaya,-7.33719055,112.7743452,pendidikan,Gunung Anyar,Rungkut Menanggal
SD/MI Nurul Huda,-7.235163925,112.7289025,pendidikan,Krembangan,Kemayoran
SD Bisma 2,-7.341138801,112.7452666,pendidikan,Tenggilis Mejoyo,Kutisari
SD-SMP Rahmat,-7.282178286,112.7291881,pendidikan,Sawahan,Pakis
SMAK Kristen,-7.240482581,112.7373292,pendidikan,Krembangan,Krembangan Selatan
SD Negeri Karah III Surabaya,-7.31796373,112.7239788,pendidikan,Jambangan,Karah
SMA KARTIKA WIJAYA SURABAYA,-7.308747562,112.7140985,pendidikan,Jambangan,Karah
SMP Negeri 47 Surabaya,-7.261085296,112.6723704,pendidikan,Tandes,Manukan Wetan
SMP Trikarya,-7.25911785,112.6723785,pendidikan,Tandes,Manukan Wetan
SD Negeri Manukan Wetan IV,-7.26095095,112.6725247,pendidikan,Tandes,Manukan Wetan
SMA Negeri 18 Surabaya,-7.313307219,112.7142245,pendidikan,Jambangan,Karah
SD Yamassa,-7.31804255,112.7764583,pendidikan,Rungkut,Kedung Baruk
SD Negeri Wonorejo 1 No. 312,-7.26797028,112.7318016,pendidikan,Rungkut,Wonorejo
SD Negeri Wonorejo III No. 314,-7.27150305,112.7325298,pendidikan,Rungkut,Wonorejo
SD Negeri Wonorejo V,-7.272322969,112.7304391,pendidikan,Rungkut,Wonorejo
SD Wonorejo IV No 315,-7.269939948,112.7328966,pendidikan,Rungkut,Wonorejo
"TK, SD, TPQ Saroja",-7.331261804,112.7472131,pendidikan,Tenggilis Mejoyo,Kutisari
Sekolah Kreatif SD Muhammadiyah 20 Surabaya,-7.254318164,112.7228232,pendidikan,Bubutan,Tembok Dukuh
SMP Taman Siswa,-7.264020597,112.6735595,pendidikan,Sambikerep,Lontar
SD Negeri Tembok Dukuh,-7.253659624,112.7200844,pendidikan,Bubutan,Tembok Dukuh
SD Negeri Perak Barat IV,-7.230329643,112.7257184,pendidikan,Krembangan,Perak Barat
SDK/SMPK ST Mikael,-7.224127973,112.7272896,pendidikan,Krembangan,Perak Barat
KB TK SD SMP SMA Yayasan Kemala Bhayangkari Surabaya,-7.311031396,112.7342585,pendidikan,Gayungan,Ketintang
SD Islam Al Muawanah,-7.2495605,112.6413593,pendidikan,Benowo,Sememi
Yayasan Pendidikan Etika Dharma,-7.336181961,112.7702258,pendidikan,Gunung Anyar,Rungkut Menanggal
SMP PGRI 7,-7.231214878,112.7324455,pendidikan,Pabean Cantian,Krembangan Utara
SD Muhammadiyah 13,-7.2310371,112.7322983,pendidikan,Pabean Cantian,Krembangan Utara
SD Dapuan,-7.22990345,112.7365317,pendidikan,Pabean Cantian,Krembangan Utara
SMP Negeri 8 Surabaya,-7.242682799,112.7461756,pendidikan,Pabean Cantian,Bongkaran
SMP PGRI 7,-7.22644505,112.7356004,pendidikan,Pabean Cantian,Krembangan Utara
SD Negeri Krembangan Utara I/56 Surabaya,-7.228639416,112.7328196,pendidikan,Pabean Cantian,Krembangan Utara
SD Trisula,-7.22348765,112.7334446,pendidikan,Pabean Cantian,Perak Timur
MTS Budi Dharma,-7.30228025,112.7294542,pendidikan,Wonokromo,Wonokromo
SD Negeri Wonokromo I/ 390,-7.303003049,112.7324355,pendidikan,Wonokromo,Wonokromo
SMP Widya Darma,-7.306806511,112.7305454,pendidikan,Wonokromo,Wonokromo
SMA Kartika IV - 3,-7.297680665,112.7282607,pendidikan,Wonokromo,Sawunggaling
SMA YPPI 2,-7.241745601,112.7529318,pendidikan,Simokerto,Kapasan
SD Ma'arif NU Nurul Islam,-7.242730282,112.755019,pendidikan,Simokerto,Kapasan
SD Negeri Kapasan III,-7.241386665,112.7509891,pendidikan,Simokerto,Kapasan
SMP Negeri 41,-7.24181918,112.7508264,pendidikan,Simokerto,Kapasan
Yayasan YPPI,-7.243686383,112.7536804,pendidikan,Simokerto,Kapasan
RA MI Muslimat NU,-7.220668008,112.7630244,pendidikan,Kenjeran,Sidotopo Wetan
SD Katolik Pecinta Damai,-7.23136064,112.7645678,pendidikan,Kenjeran,Sidotopo Wetan
SMP Katolik Pencinta Damai,-7.23087402,112.7637004,pendidikan,Kenjeran,Sidotopo Wetan
SMP YP 17,-7.229067986,112.763248,pendidikan,Kenjeran,Sidotopo Wetan
TK-MI Darul Ulum,-7.2206304,112.752698,pendidikan,Semampir,Wonokusumo
SD-MI Cokroaminoto,-7.229130214,112.7426969,pendidikan,Semampir,Ampel
MI Al-Khusnaniyah,-7.230116989,112.7437864,pendidikan,Semampir,Ampel
SD. Al Falah,-7.294382506,112.7396103,pendidikan,Wonokromo,Darmo
Pondok Pesantren Darut Tauhid,-7.22160755,112.7640712,pendidikan,Kenjeran,Bulak Banteng
SD Muhammadiyah 21,-7.214372448,112.7538327,pendidikan,Semampir,Wonokusumo
SD Dharma Siswa,-7.220873798,112.7620501,pendidikan,Kenjeran,Sidotopo Wetan
SD Negeri Sidotopo Wetan IV,-7.226889883,112.7635667,pendidikan,Kenjeran,Sidotopo Wetan
TK-MI-SMP Al Ghozali,-7.2234287,112.7435069,pendidikan,Semampir,Ujung
MI Islamiyah,-7.22337635,112.7533188,pendidikan,Semampir,Wonokusumo
SMK PGRI 14,-7.3183462,112.7100737,pendidikan,Karang Pilang,Kedurus
SD Negeri Perak Utara II/59,-7.215993873,112.7320568,pendidikan,Pabean Cantian,Perak Utara
MI Al Ichsan,-7.212525656,112.7696683,pendidikan,Kenjeran,Bulak Banteng
SD Negeri Sidotopo Wetan V,-7.22705799,112.7672118,pendidikan,Kenjeran,Sidotopo Wetan
SMP Negeri 58 Surabaya,-7.2273651,112.767018,pendidikan,Kenjeran,Sidotopo Wetan
SD Maarif NU Al Ichsan,-7.222500353,112.7657879,pendidikan,Kenjeran,Bulak Banteng
MI Al-Amin,-7.216405989,112.7361606,pendidikan,Pabean Cantian,Perak Utara
SMP YP 17,-7.236265938,112.7576669,pendidikan,Simokerto,Simokerto
MI Muhammadiyah 25,-7.233827393,112.7588692,pendidikan,Kenjeran,Sidotopo Wetan
SD Negeri Lakarsantri 2 No.473,-7.303630749,112.6336096,pendidikan,Lakarsantri,Lakarsantri
SD Negeri Lakarsantri 1 No. 472,-7.303127102,112.6306922,pendidikan,Lakarsantri,Lakarsantri
MTS Negeri Surabaya 2,-7.299900292,112.633697,pendidikan,Lakarsantri,Lakarsantri
"TK, SD dan SMP Islam UTSMAN Bin Affan",-7.306619903,112.6360389,pendidikan,Lakarsantri,Lakarsantri
SMP Cita Hati,-7.299144204,112.6354601,pendidikan,Lakarsantri,Lakarsantri
MI AT-Taufiq,-7.300871273,112.6337433,pendidikan,Lakarsantri,Lakarsantri
TK-SD-SMP Al Huda,-7.221946812,112.7587969,pendidikan,Semampir,Wonokusumo
SD Negeri Perak Utara III,-7.21375265,112.729632,pendidikan,Pabean Cantian,Perak Utara
MI Raden Rahmat,-7.260642804,112.6446816,pendidikan,Sambikerep,Bringin
SD Negeri Beringin No. 477,-7.260056911,112.6465288,pendidikan,Sambikerep,Bringin
SMP Giri Surya,-7.25995475,112.6480569,pendidikan,Sambikerep,Bringin
SD Negeri Jeruk 2,-7.305362453,112.6401919,pendidikan,Lakarsantri,Jeruk
TK dan SD Islamiyah Lakarsantri Surabaya,-7.304743746,112.6424416,pendidikan,Lakarsantri,Jeruk
KB - TK - SD - SMP Hasanudin,-7.3317179,112.6889647,pendidikan,Wiyung,Balas Klumprik
SD Negeri Lakarsantri 3 No 474,-7.299780728,112.6329366,pendidikan,Lakarsantri,Lakarsantri
MIMI School,-7.2999966,112.6504172,pendidikan,Lakarsantri,Lidah Kulon
KB TK SD Dapena,-7.279609162,112.7442425,pendidikan,Tegalsari,Keputran
SD Negeri Keputran I No. 332,-7.285811448,112.7427332,pendidikan,Tegalsari,Keputran
MTs Al Muttaqin,-7.271622963,112.6441742,pendidikan,Sambikerep,Made
Surabaya Taipei School,-7.280373145,112.6426641,pendidikan,Sambikerep,Made
TK MI Nurul Hidayah,-7.279361459,112.6307233,pendidikan,Sambikerep,Made
SD Al Istiqomah,-7.2125486,112.7359741,pendidikan,Pabean Cantian,Perak Utara
RA-MI Al Kautsar,-7.22586985,112.754487,pendidikan,Semampir,Pegirian
RA/MI Mambaul Ulum,-7.2262648,112.7520415,pendidikan,Semampir,Pegirian
SD-MI-SMP KH. M. Nur,-7.226182551,112.7465794,pendidikan,Semampir,Pegirian
SD Negeri Pegirian I,-7.223917258,112.7503861,pendidikan,Semampir,Pegirian
MI Darusalam,-7.216734271,112.7682349,pendidikan,Kenjeran,Bulak Banteng
SMP SMA Masa Depan Cerah,-7.2804995,112.6436981,pendidikan,Sambikerep,Sambikerep
Pondok Pesantren Uswatun Hasanah,-7.214854622,112.7675049,pendidikan,Kenjeran,Bulak Banteng
SMP SMA SMK Wachid Hasyim,-7.232222975,112.7603359,pendidikan,Kenjeran,Sidotopo Wetan
SD Negeri Made 1,-7.276957661,112.6363885,pendidikan,Sambikerep,Made
Spins Interactional School,-7.3097831,112.6893912,pendidikan,Wiyung,Wiyung
SD Darussalam,-7.230586615,112.7304946,pendidikan,Pabean Cantian,Perak Timur
Pondok Pesantren Ichya'ul Ulum,-7.213492175,112.7673513,pendidikan,Kenjeran,Bulak Banteng
SMP Negeri 31 Surabaya,-7.219438025,112.766519,pendidikan,Kenjeran,Bulak Banteng
SMA Negeri 13 Surabaya,-7.307801281,112.6627026,pendidikan,Lakarsantri,Lidah Wetan
SD Negeri Lidah Kulon 1,-7.30592256,112.6526036,pendidikan,Lakarsantri,Lidah Kulon
SD Negeri Lidah Kulon 4,-7.30116247,112.6615064,pendidikan,Lakarsantri,Lidah Kulon
ST. Mary School,-7.30632547,112.6579793,pendidikan,Lakarsantri,Lidah Kulon
SD Negeri Sidodadi II,-7.23612394,112.7457401,pendidikan,Simokerto,Sidodadi
Yayasan bustanul Huda,-7.236785059,112.7513172,pendidikan,Simokerto,Sidodadi
SD Negeri Lidah Kulon 3,-7.29901325,112.6533513,pendidikan,Lakarsantri,Lidah Kulon
SD Negeri Tandes Kidul II/112,-7.261377274,112.6875769,pendidikan,Tandes,Tandes
SD Negeri Tandes Lor I/94,-7.2609966,112.6877165,pendidikan,Tandes,Tandes
SMP Negeri 20,-7.269805178,112.6529087,pendidikan,Sambikerep,Sambikerep
SD Negeri Sambikerep III,-7.265702234,112.6558752,pendidikan,Sambikerep,Sambikerep
SD Negeri Sambikerep I/479 & SD Negeri Sambikerep V/613,-7.275043126,112.6535722,pendidikan,Sambikerep,Sambikerep
SD Negeri Sambikerep II/480,-7.265881103,112.6563307,pendidikan,Sambikerep,Sambikerep
MI H Hasan Al Hasyim,-7.276730616,112.6533387,pendidikan,Sambikerep,Sambikerep
SMP Negeri 44,-7.230758033,112.7459937,pendidikan,Simokerto,Simolawang
"RA, MI, dan SMA Darus Sa'adah",-7.233537927,112.7526105,pendidikan,Simokerto,Simolawang
Yayasan Ghufron Faqih,-7.232891126,112.7473838,pendidikan,Simokerto,Simolawang
SD Karya Tunggal,-7.2241166,112.7562888,pendidikan,Semampir,Wonokusumo
SD Al Ikhlas,-7.215844523,112.7581183,pendidikan,Semampir,Wonokusumo
TK-SD-SMP Laboratorium Unesa,-7.311353923,112.7261475,pendidikan,Gayungan,Ketintang
SD Negeri Krembangan Utara II,-7.22682887,112.7362023,pendidikan,Pabean Cantian,Krembangan Utara
SD Negeri Wonokusumo I,-7.222094718,112.7517486,pendidikan,Semampir,Wonokusumo
SD Negeri Wonokusumo VI & VII,-7.217175611,112.754309,pendidikan,Semampir,Wonokusumo
SMP Citra Dharma Surabaya,-7.216370951,112.7507886,pendidikan,Semampir,Wonokusumo
SD Negeri Wonokusumo IV/43 & VIII/594,-7.220173892,112.7523449,pendidikan,Semampir,Wonokusumo
SMK Islam Al-Amal,-7.215719932,112.7524749,pendidikan,Semampir,Wonokusumo
SD Negeri Perak Barat,-7.2238773,112.7312349,pendidikan,Krembangan,Perak Barat
SMP Muhammadiyah 11,-7.238730591,112.7200233,pendidikan,Krembangan,Dupak
SMP Negeri 7,-7.224322634,112.7300204,pendidikan,Krembangan,Perak Barat
"TK, MI, SMP 2 Bina Bangsa",-7.238128811,112.727302,pendidikan,Krembangan,Kemayoran
SD Ma'arif NU K.Abdullah Ubaid,-7.250189957,112.7243831,pendidikan,Bubutan,Gundih
MTS Waqid Hasyim,-7.231236137,112.7114978,pendidikan,Krembangan,Morokrembangan
Pondok Sidogiri,-7.233876867,112.7495742,pendidikan,Simokerto,Simolawang
SMK Negeri 4 Surabaya,-7.256527865,112.7301956,pendidikan,Sawahan,Sawahan
Yayasan Attarbiyah (TK-SD-SMP-SMA),-7.223259335,112.7403677,pendidikan,Semampir,Ujung
SD Negeri Ujung IX/34,-7.224909733,112.7446435,pendidikan,Semampir,Ujung
SMP Negeri 11 Surabaya,-7.223457653,112.7440369,pendidikan,Semampir,Ujung
PAUD-TK-SD-SMP-SMA-SMK Al-Irsyad Surabaya,-7.224453428,112.7414715,pendidikan,Semampir,Ujung
Pondok Pesantren Ubudiyah - Raudlatul Muta'alimin,-7.220797325,112.749096,pendidikan,Semampir,Ujung
SMA Negeri 8 Surabaya,-7.224224969,112.7422809,pendidikan,Semampir,Ujung
KB-TK-SDI-SMP Diniyah Lil Banin Al khairiyah,-7.225163318,112.7426275,pendidikan,Semampir,Ujung
SD Negeri Sawahan I,-7.26061415,112.7303142,pendidikan,Sawahan,Sawahan
SD - SMP Katolik Stella Maris,-7.246497303,112.7364933,pendidikan,Bubutan,Bubutan
SD & TK Halimah,-7.247699237,112.7372811,pendidikan,Bubutan,Alon-Alon Contong
SMP Wachid Hasyim,-7.247706144,112.7374632,pendidikan,Bubutan,Alon-Alon Contong
SD Negeri Asemrowo,-7.251869936,112.7147807,pendidikan,Asemrowo,Asemrowo
MI MTs Nyai H. Ashfiyah,-7.283825137,112.6686058,pendidikan,Sambikerep,Lontar
SMP SMA Shafta,-7.284236249,112.6663832,pendidikan,Sambikerep,Lontar
SMP Swasta Bina Karya,-7.235339972,112.7121911,pendidikan,Krembangan,Morokrembangan
SMP Bina Karya,-7.2362214,112.7118508,pendidikan,Krembangan,Morokrembangan
SD Ma'arif NU KH.Thohir Bakri,-7.247961534,112.7274239,pendidikan,Bubutan,Gundih
SD Bina Karya,-7.23621505,112.712136,pendidikan,Krembangan,Morokrembangan
SD Muhammadiyah 12,-7.2433954,112.7269227,pendidikan,Bubutan,Jepara
TK / SD Nurul Hidayah I,-7.24372665,112.7267525,pendidikan,Bubutan,Jepara
SMP muhammadiyah 7 Dupak Jaya,-7.243192938,112.7259883,pendidikan,Bubutan,Jepara
SD Negeri Gundih,-7.244969944,112.7258949,pendidikan,Bubutan,Gundih
SD Negeri Pakis III,-7.283766479,112.7175671,pendidikan,Sawahan,Pakis
SD Negeri Pegirian II,-7.225200319,112.7526364,pendidikan,Semampir,Pegirian
Yayasan Masjid Mujahidin,-7.213864542,112.732942,pendidikan,Pabean Cantian,Perak Utara
SD Negeri Alun Alun Contong I,-7.24671505,112.7406087,pendidikan,Bubutan,Alon-Alon Contong
SMK YPPI,-7.245759002,112.7425206,pendidikan,Bubutan,Alon-Alon Contong
SD MA'arif Nurul Ulum,-7.231858955,112.7148745,pendidikan,Krembangan,Morokrembangan
Sekolah Luar Biasa Purna Yudha Bakti,-7.248659644,112.7283534,pendidikan,Bubutan,Gundih
SD Kristen Petra 10,-7.271689426,112.687443,pendidikan,Sukomanunggal,Tanjungsari
SMP Negeri 38 Surabaya,-7.234222254,112.7348735,pendidikan,Krembangan,Krembangan Selatan
SMP Negeri 5 Surabaya,-7.234901343,112.7313593,pendidikan,Krembangan,Krembangan Selatan
SMA Katholik Stella Maris,-7.239702585,112.7321477,pendidikan,Krembangan,Krembangan Selatan
SMP PGRI 6,-7.215630561,112.7580449,pendidikan,Semampir,Wonokusumo
SD Negeri Krembangan Selatan 7,-7.24055987,112.7356195,pendidikan,Krembangan,Krembangan Selatan
SMP Negeri 2 Surabaya,-7.24265367,112.7362071,pendidikan,Krembangan,Krembangan Selatan
Asrama Santa Yuli (PG-TKK Taman Rini SDK Santa Angela),-7.241944504,112.7356965,pendidikan,Krembangan,Krembangan Selatan
"TK, SD, SMP, dan SMA TA'Miriyah",-7.242885981,112.7356779,pendidikan,Krembangan,Krembangan Selatan
Sekolah Advent Anjasmoro,-7.25857415,112.7309271,pendidikan,Sawahan,Sawahan
SMA Kristen Gloria I,-7.270797954,112.6951009,pendidikan,Sukomanunggal,Sukomanunggal
SMP Negeri 43 Surabaya,-7.2509631,112.7340764,pendidikan,Bubutan,Bubutan
SMP Negeri 27 Surabaya,-7.21020568,112.7567855,pendidikan,Kenjeran,Tambak Wedi
SD Muhammadiyah 15 Surabaya,-7.312171361,112.709614,pendidikan,Wiyung,Jajar Tunggal
SD Negeri Jajar Tunggal I,-7.30723744,112.71101,pendidikan,Wiyung,Jajar Tunggal
SMA Muhammadiyah 9 Surabaya,-7.311808267,112.7092563,pendidikan,Wiyung,Jajar Tunggal
SMP Muhammadiyah 17 Surabaya,-7.312040547,112.7091772,pendidikan,Wiyung,Jajar Tunggal
SMP Negeri 16 Surabaya,-7.324138066,112.7064958,pendidikan,Karang Pilang,Kedurus
Yayasan Barunawati Biru,-7.220473884,112.7319223,pendidikan,Krembangan,Perak Barat
SMK KAL-2 Surabaya,-7.217492602,112.7290434,pendidikan,Pabean Cantian,Perak Utara
SD Muhammadiyah 11 Surabaya,-7.239315395,112.7197017,pendidikan,Krembangan,Dupak
"KB, TK, MI, SD Islam Sabilas Salam",-7.237891605,112.7175121,pendidikan,Krembangan,Dupak
SMP Tunas Buana,-7.239888603,112.7176725,pendidikan,Krembangan,Dupak
"KB, TK, SD, SMP, SMA Pirngadi",-7.252298214,112.7339107,pendidikan,Bubutan,Bubutan
SD Negeri Bubutan II,-7.25198991,112.733966,pendidikan,Bubutan,Bubutan
SD Negeri Bubutan III,-7.2541666,112.7336598,pendidikan,Bubutan,Bubutan
SD Negeri Bubutan VIII,-7.254108374,112.7290892,pendidikan,Bubutan,Bubutan
SMK Bubutan Surabaya,-7.25047869,112.7350809,pendidikan,Bubutan,Bubutan
SMK Negeri 7 Surabaya,-7.250892867,112.7314156,pendidikan,Bubutan,Bubutan
Merlion School,-7.28577205,112.6953269,pendidikan,Sukomanunggal,Sono Kwijenan
SD Negeri Kwijenan II,-7.277686261,112.6994136,pendidikan,Sukomanunggal,Sono Kwijenan
MTS Tanbihul Ghogilin,-7.239100463,112.7115792,pendidikan,Krembangan,Morokrembangan
SD Tunas Bahari,-7.2293134,112.7081306,pendidikan,Krembangan,Morokrembangan
SD Al-Hikmah Surabaya,-7.331093871,112.7226444,pendidikan,Gayungan,Gayungan
MTS Islam Kartika,-7.2311236,112.7115059,pendidikan,Krembangan,Morokrembangan
SD Muhammadiyah,-7.237888947,112.7136316,pendidikan,Krembangan,Morokrembangan
SD SMP SMA Masjid Besar Baitul Fattah,-7.264273155,112.667574,pendidikan,Sambikerep,Lontar
SMK Sari Praja - SMA Trikarya,-7.264365697,112.6693623,pendidikan,Sambikerep,Lontar
SD Negeri Krembangan Selatan III,-7.244218743,112.7366962,pendidikan,Krembangan,Krembangan Selatan
SD Negeri Bangkingan 2,-7.325864049,112.6578665,pendidikan,Lakarsantri,Bangkingan
SMK Wahana Karya Surabaya,-7.323654632,112.6572236,pendidikan,Lakarsantri,Bangkingan
Yayasan Pendidikan Nurul Huda (RA MI SMP),-7.32345985,112.6594348,pendidikan,Lakarsantri,Bangkingan
MI KH Abu Mansur,-7.307415545,112.6661656,pendidikan,Lakarsantri,Lidah Wetan
Surabaya Grammar School (SGS Campus II),-7.31250385,112.6645405,pendidikan,Lakarsantri,Lidah Wetan
TK SD SMP Cikal,-7.282217658,112.6639784,pendidikan,Sambikerep,Lontar
SMA Margie,-7.280438883,112.6592219,pendidikan,Sambikerep,Lontar
SD Negeri Lontar 481,-7.274142879,112.662514,pendidikan,Sambikerep,Lontar
SD SMP SMA Islam Al Mizan,-7.2694652,112.6708486,pendidikan,Sambikerep,Lontar
SMP SMU SMK Garuda Wira Maritim,-7.2723371,112.665509,pendidikan,Sambikerep,Lontar
MI Sabilul Muttaqin,-7.239973284,112.7172548,pendidikan,Krembangan,Dupak
SD Negeri Sumur Welut 3,-7.325186042,112.6719533,pendidikan,Lakarsantri,Sumur Welut
SD Negeri Sumur Welut 1 No.438,-7.324631507,112.6675074,pendidikan,Lakarsantri,Sumur Welut
TK - MI - SD Bahrul Ulum,-7.312801331,112.6937003,pendidikan,Wiyung,Wiyung
SD Negeri Wiyung I,-7.314394866,112.6946597,pendidikan,Wiyung,Wiyung
SMP Negeri 34 Surabaya,-7.319414074,112.6871633,pendidikan,Wiyung,Wiyung
PG TK SD SMP Khadijah 2,-7.280394957,112.6906195,pendidikan,Dukuh Pakis,Pradahkali Kendal
SD Negeri Putat Jaya I/377 & Putat Jaya V/381,-7.280079897,112.717477,pendidikan,Sawahan,Putat Jaya
TK-SD Tunas Bakti 6,-7.278924118,112.7254738,pendidikan,Sawahan,Banyu Urip
SD Negeri Pradah Kali Kendal 1,-7.283426038,112.6877485,pendidikan,Dukuh Pakis,Pradahkali Kendal
SD Negeri Dupak I,-7.239369,112.716613,pendidikan,Krembangan,Dupak
SD Negeri Dupak V,-7.239456439,112.7168159,pendidikan,Krembangan,Dupak
SMP Katolis Angelus Custos II Surabaya,-7.327166524,112.6957061,pendidikan,Karang Pilang,Kebraon
SD Negeri Tembok Dukuh III,-7.249678,112.7180558,pendidikan,Bubutan,Tembok Dukuh
SMP Islam Surabaya,-7.24823429,112.7187057,pendidikan,Bubutan,Tembok Dukuh
SD Katolik Karitas III,-7.278040729,112.684682,pendidikan,Dukuh Pakis,Pradahkali Kendal
SMA Katolik Karitas III,-7.278778185,112.6852319,pendidikan,Dukuh Pakis,Pradahkali Kendal
Arva School of Fashion,-7.28522685,112.6938615,pendidikan,Dukuh Pakis,Pradahkali Kendal
SMK Dharma Bhakti Surabaya,-7.340741072,112.7263621,pendidikan,Gayungan,Menanggal
SD Negeri Pakis VIII & SMP Negeri 46 Surabaya,-7.288445956,112.7200287,pendidikan,Sawahan,Pakis
SD Negeri Pakis V,-7.283133063,112.7222634,pendidikan,Sawahan,Pakis
TK-SD Kristen Petra 11,-7.283946947,112.7216101,pendidikan,Sawahan,Pakis
SD Negeri Pakis I-II & IX,-7.288101106,112.7241649,pendidikan,Sawahan,Pakis
Yayasan Pendidikan Islam Bahrul Ulum,-7.275690856,112.7204431,pendidikan,Sawahan,Putat Jaya
SD Negeri Putat Jaya II/37,-7.281447351,112.7168851,pendidikan,Sawahan,Putat Jaya
TK-SMP Panja Jaya,-7.279893537,112.7175307,pendidikan,Sawahan,Putat Jaya
SD Negeri Putat Gede I,-7.288993261,112.6959017,pendidikan,Sukomanunggal,Putat Gede
SD Negeri Warugunung I / 448,-7.349809057,112.6662537,pendidikan,Karang Pilang,Warugunung
SLB Bakti Asih Yayasan Tut Wuri Handayani,-7.27310555,112.7040839,pendidikan,Sukomanunggal,Simomulyo Baru
SD Kristen Kalam Kudus,-7.273819987,112.7003387,pendidikan,Sukomanunggal,Simomulyo Baru
SMP Kristen Petra 1,-7.282215253,112.6849002,pendidikan,Dukuh Pakis,Pradahkali Kendal
SD Negeri Margorejo VI,-7.321138944,112.7393907,pendidikan,Wonocolo,Jemur Wonosari
SMP Dharma Wanita,-7.324219167,112.7463627,pendidikan,Tenggilis Mejoyo,Kendangsari
SD Negeri Lidah Wetan 4/566,-7.308313157,112.6726823,pendidikan,Lakarsantri,Lidah Wetan
SMK PGRI 7 Surabaya,-7.307433185,112.6665936,pendidikan,Lakarsantri,Lidah Wetan
